ticker,predicted_rank,watchlist_signal,score_date
AON,0.6326883446651042,BUY,2026-06-15
JNJ,0.6223061973666069,BUY,2026-06-15
INTU,0.6176646570177782,BUY,2026-06-15
ADP,0.6122775064665548,BUY,2026-06-15
GOOGL,0.593045179836289,BUY,2026-06-15
NOW,0.5890228524625765,BUY,2026-06-15
ZTS,0.5872513020157346,BUY,2026-06-15
FIS,0.5728182514406857,BUY,2026-06-15
SO,0.5712806263669196,BUY,2026-06-15
CME,0.5690310275898559,BUY,2026-06-15
HCA,0.5664572207301891,BUY,2026-06-15
LMT,0.5608248691572167,BUY,2026-06-15
ETN,0.5547766694869434,BUY,2026-06-15
REGN,0.5532814412438,BUY,2026-06-15
ROP,0.5528422609934562,BUY,2026-06-15
MRSH,0.549995906040496,BUY,2026-06-15
CI,0.5432472055841754,BUY,2026-06-15
NSC,0.5414297821385164,BUY,2026-06-15
WMT,0.5407170987255274,BUY,2026-06-15
CSCO,0.5386630902145464,BUY,2026-06-15
ISRG,0.534897828875395,HOLD,2026-06-15
AMZN,0.5326744078354371,HOLD,2026-06-15
GILD,0.5315665859342732,HOLD,2026-06-15
META,0.5314575558426773,HOLD,2026-06-15
ORCL,0.5279585046157822,HOLD,2026-06-15
VZ,0.5270901603149067,HOLD,2026-06-15
NVDA,0.5239240790076589,HOLD,2026-06-15
KO,0.5235802733537416,HOLD,2026-06-15
PG,0.5223119977059565,HOLD,2026-06-15
NKE,0.52137033301421,HOLD,2026-06-15
BA,0.5207668556423452,HOLD,2026-06-15
LIN,0.5194694658853575,HOLD,2026-06-15
ABT,0.5186125193301604,HOLD,2026-06-15
CL,0.5161373606552554,HOLD,2026-06-15
CB,0.5153303754928537,HOLD,2026-06-15
WM,0.5151482582600357,HOLD,2026-06-15
PEP,0.5138143466935641,HOLD,2026-06-15
APD,0.5118905311266954,HOLD,2026-06-15
COST,0.5104087531068321,HOLD,2026-06-15
BDX,0.5047310086062039,HOLD,2026-06-15
QCOM,0.5042353229794164,HOLD,2026-06-15
BLK,0.5028168458022626,HOLD,2026-06-15
FDX,0.5021312961651263,HOLD,2026-06-15
MA,0.5014289001884923,HOLD,2026-06-15
UPS,0.5010269691996282,HOLD,2026-06-15
ACN,0.5009143293722698,HOLD,2026-06-15
ECL,0.5000796071980559,HOLD,2026-06-15
AXP,0.4999933018437939,HOLD,2026-06-15
MSFT,0.49908153436286595,HOLD,2026-06-15
V,0.4988294789654795,HOLD,2026-06-15
BKNG,0.49807446544803563,HOLD,2026-06-15
LOW,0.49777282005968954,HOLD,2026-06-15
MCD,0.4973065192009781,HOLD,2026-06-15
AMGN,0.4964510665475863,HOLD,2026-06-15
DUK,0.49633111184531487,HOLD,2026-06-15
BAC,0.49573021232416475,HOLD,2026-06-15
TXN,0.4953511023181945,HOLD,2026-06-15
RTX,0.4930329069752569,HOLD,2026-06-15
HON,0.49237439179561465,HOLD,2026-06-15
SHW,0.4923321941862031,HOLD,2026-06-15
HD,0.49224025557733514,HOLD,2026-06-15
MRK,0.4921587021743843,HOLD,2026-06-15
TGT,0.49077467004414455,HOLD,2026-06-15
PFE,0.4896710629819596,HOLD,2026-06-15
PLD,0.48954671698624197,HOLD,2026-06-15
SLB,0.4891612240324433,HOLD,2026-06-15
TMO,0.48896431581814964,HOLD,2026-06-15
USB,0.4884548268361259,HOLD,2026-06-15
DIS,0.48777557871028887,HOLD,2026-06-15
DE,0.4860071367572318,HOLD,2026-06-15
NFLX,0.48534136469649675,HOLD,2026-06-15
EQIX,0.4852724919869181,HOLD,2026-06-15
SCHW,0.48449545541142036,HOLD,2026-06-15
TJX,0.4842977700131967,HOLD,2026-06-15
NEE,0.4837623503088003,HOLD,2026-06-15
ITW,0.4825324359203577,HOLD,2026-06-15
PNC,0.4793428680896366,HOLD,2026-06-15
CSX,0.47827150019553516,HOLD,2026-06-15
CMCSA,0.4759635054626261,HOLD,2026-06-15
PM,0.47544705551670374,HOLD,2026-06-15
ADBE,0.4706845286186799,AVOID,2026-06-15
SPGI,0.465284456363314,AVOID,2026-06-15
MDT,0.4635274814737278,AVOID,2026-06-15
BRK-B,0.4626386119695987,AVOID,2026-06-15
DHR,0.46029913282536694,AVOID,2026-06-15
XOM,0.459716577197863,AVOID,2026-06-15
SYK,0.45770121436096123,AVOID,2026-06-15
GS,0.45736116592298703,AVOID,2026-06-15
ICE,0.45667094629937005,AVOID,2026-06-15
GE,0.4548971808488968,AVOID,2026-06-15
MO,0.43552820246349616,AVOID,2026-06-15
IBM,0.4257333366376648,AVOID,2026-06-15
LLY,0.4136866153895275,AVOID,2026-06-15
AAPL,0.41181210743154417,AVOID,2026-06-15
INTC,0.40580104019893676,AVOID,2026-06-15
JPM,0.4045830729824341,AVOID,2026-06-15
UNH,0.39497745529387324,AVOID,2026-06-15
CAT,0.3935514026908101,AVOID,2026-06-15
CVX,0.38298906381054737,AVOID,2026-06-15
CRM,0.3771022485367568,AVOID,2026-06-15
